title,authors,year,venue,entry_type,doi,url,source_files,dup_count,norm_title
Evaluating the Impact of Possible Dependencies on Architecture-Level Maintainability,Wuxia Jin and Dinghong Zhong and Yuanfang Cai and R. Kazman and Ting Liu,2023,IEEE Transactions on Software Engineering,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=9765666,papers_9.bib,1,evaluating the impact of possible dependencies on architecture level maintainability
Evaluating the usage of fault localization in automated program repair: an empirical study,Deheng Yang and Yu-Hua Qi and Xiaoguang Mao and Yan Lei,2020,Frontiers of Computer Science,article,,https://doi.org/10.1007/s11704-020-9263-1,papers_14.bib,1,evaluating the usage of fault localization in automated program repair an empirical study
Evaluating the usefulness of IR-based fault localization techniques,Qianqian Wang and Chris Parnin and A. Orso,2015,Proceedings of the 2015 International Symposium on Software Testing and Analysis,article,,http://dl.acm.org/citation.cfm?id=2771797,papers_10.bib+papers_11.bib,2,evaluating the usefulness of ir based fault localization techniques
Evaluation and analysis of visual perception using attention-enhanced computation in multimedia affective computing,Jing-Yi Wang,2024,Frontiers in Neuroscience,article,,https://www.ncbi.nlm.nih.gov/pubmed/39170679,papers_15.bib,1,evaluation and analysis of visual perception using attention enhanced computation in multimedia affective computing
Evaluation of Cross-Lingual Bug Localization: Two Industrial Cases,Shinpei Hayashi and Takashi Kobayashi and Tadahisa Kato,2023,2023 IEEE International Conference on Software Maintenance and Evolution (ICSME),article,,https://api.semanticscholar.org/CorpusId:263609025,papers_10.bib+papers_11.bib,2,evaluation of cross lingual bug localization two industrial cases
EviACT: An Evidence-to-Action Framework for Agentic Program Repair,Qianru Meng and Xiao Zhang and Zhaochun Ren and Joost Visser,2026,ArXiv,article,,https://arxiv.org/pdf/2605.27238.pdf,papers_14.bib,1,eviact an evidence to action framework for agentic program repair
EvidenT: An Evidence-Preserving Framework for Iterative System-Level Package Repair,Chenyu Zhao and Minghua Ma and Shenglin Zhang and Zeshun Huang and Yongqian Sun and Chetan Bansal and Saravan Rajmohan and Dan Pei,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:288260267,papers_6.bib,1,evident an evidence preserving framework for iterative system level package repair
Evolutionary neural cascade search across supernetworks,A. Chebykin and T. Alderliesten and P. Bosman,2022,Proceedings of the Genetic and Evolutionary Computation Conference,article,,https://api.semanticscholar.org/CorpusId:247315248,papers_15.bib,1,evolutionary neural cascade search across supernetworks
Expected Gain-based Escalation in Vertical Federated Learning,Mohamad Mestoukirdi and Vincent Corlay,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:289689942,papers_16.bib,1,expected gain based escalation in vertical federated learning
Experimental Validation of a Novel Method for Harmonic Mitigation for a Three-Phase Five-Level Cascaded H-Bridges Inverter,G. Schettino and F. Viola and A. D. Di Tommaso and Patrizia Livreri and R. Miceli,2019,IEEE Transactions on Industry Applications,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=8789479,papers_15.bib,1,experimental validation of a novel method for harmonic mitigation for a three phase five level cascaded h bridges inverter
Exploration Structure in LLM Agents for Multi-File Change Localization,Akeela Darryl Fattha and Kia Ying Chua and Ling-Xiao Jiang and L. Wynter,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:289166474,papers_10.bib+papers_11.bib,2,exploration structure in llm agents for multi file change localization
EyeSAM: Graph-based Localization and Mapping of Retinal Vasculature during Intraocular Microsurgery,Shohin Mukherjee and M. Kaess and J. Martel and C. Riviere,2019,International journal of computer assisted radiology and surgery,article,,https://doi.org/10.1007/s11548-019-01925-1,papers_13.bib,1,eyesam graph based localization and mapping of retinal vasculature during intraocular microsurgery
Facial Emotion Recognition from an Unmanned Flying Social Robot for Home Care of Dependent People,Anselmo Mart{\'i}nez and Lidia M. Belmonte and Arturo S. Garc{\'i}a and A. Fern{\'a}ndez-Caballero and R. Morales,2021,Electronics,article,,https://api.semanticscholar.org/CorpusId:233824951,papers_15.bib,1,facial emotion recognition from an unmanned flying social robot for home care of dependent people
Factor Graph-based Multipath-assisted Indoor Passive Localization with Inaccurate Receiver,Ganlin Hao and Nan Wu and Yifeng Xiong and Hua Wang and Jingming Kuang,2016,KSII Trans. Internet Inf. Syst.,article,,https://doi.org/10.3837/tiis.2016.02.015,papers_13.bib,1,factor graph based multipath assisted indoor passive localization with inaccurate receiver
Factor graph based simultaneous localization and mapping using multipath channel information,Erik Leitinger and Florian Meyer and F. Tufvesson and K. Witrisal,2017,2017 IEEE International Conference on Communications Workshops (ICC Workshops),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=7962732,papers_13.bib,1,factor graph based simultaneous localization and mapping using multipath channel information
Fair Classifiers that Abstain without Harm,Tongxin Yin and Jean-François Ton and Ruocheng Guo and Yuanshun Yao and Mingyan Liu and Yang Liu,2023,ArXiv,article,,https://api.semanticscholar.org/CorpusId:263831357,papers_16.bib,1,fair classifiers that abstain without harm
FALCON: Feature Driven Selective Classification for Energy-Efficient Image Recognition,P. Panda and Aayush Ankit and Parami Wijesinghe and K. Roy,2016,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,article,,https://api.semanticscholar.org/CorpusId:1297501,papers_15.bib,1,falcon feature driven selective classification for energy efficient image recognition
FastCoder: Accelerating Repository-level Code Generation via Efficient Retrieval and Verification,Qianhui Zhao and Li Zhang and Fang Liu and Xiaoli Lian and Qiaoyuanhe Meng and Z. Jiao and Zetong Zhou and Jia Li and Lin Shi,2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),article,,https://api.semanticscholar.org/CorpusId:276574879,papers_5.bib,1,fastcoder accelerating repository level code generation via efficient retrieval and verification
Fault Analysis-Based Logic Encryption,J. Rajendran and Huan Zhang and Chi Zhang and G. Rose and Youngok Pino and O. Sinanoglu and R. Karri,2015,IEEE Transactions on Computers,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6616532,papers_12.bib,1,fault analysis based logic encryption
"Fault localization for automated program repair: effectiveness, performance, repair correctness",F. Assiri and J. Bieman,2016,Software Quality Journal,article,,https://doi.org/10.1007/s11219-016-9312-z,papers_14.bib,1,fault localization for automated program repair effectiveness performance repair correctness
Fault repair algorithm using localization and controlled mobility in WSN,K. V. Sayeesh and K. V. Kumar and G. Phani and Sandhyasree Thaskani and R. Garimella,2010,2010 IEEE Globecom Workshops,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=5700223,papers_14.bib,1,fault repair algorithm using localization and controlled mobility in wsn
FEA-Bench: A Benchmark for Evaluating Repository-Level Code Generation for Feature Implementation,Wei Li and Xin Zhang and Zhongxin Guo and Shaoguang Mao and Wen Luo and Guangyue Peng and Yangyu Huang and Houfeng Wang and Scarlett Li,2025,ArXiv,article,,https://arxiv.org/pdf/2503.06680.pdf,papers_5.bib,1,fea bench a benchmark for evaluating repository level code generation for feature implementation
Feature Location Using Probabilistic Ranking of Methods Based on Execution Scenarios and Information Retrieval,"D. Poshyvanyk and Yann-Ga{\""e}l Gu{\'e}h{\'e}neuc and Andrian Marcus and G. Antoniol and V. Rajlich",2007,IEEE Transactions on Software Engineering,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=4181710,papers_10.bib+papers_11.bib,2,feature location using probabilistic ranking of methods based on execution scenarios and information retrieval
Feature location via information retrieval based filtering of a single scenario execution trace,Dapeng Liu and Andrian Marcus and D. Poshyvanyk and V. Rajlich,2007,Proceedings of the 22nd IEEE/ACM International Conference on Automated Software Engineering,article,,http://dl.acm.org/citation.cfm?id=1321667,papers_10.bib+papers_11.bib,2,feature location via information retrieval based filtering of a single scenario execution trace
"Feature Request Analysis and Processing: Tasks, Techniques, and Trends",Feifei Niu and Chuanyi Li and Haosheng Zuo and Jionghan Wu and Xin Xia,2025,ACM Transactions on Software Engineering and Methodology,article,,https://api.semanticscholar.org/CorpusId:280677218,papers_10.bib+papers_11.bib,2,feature request analysis and processing tasks techniques and trends
FESTA: Functionally Equivalent Sampling for Trust Assessment of Multimodal LLMs,Debarpan Bhattacharya and Apoorva Kulkarni and Sriram Ganapathy,2025,Conference on Empirical Methods in Natural Language Processing,inproceedings,,https://api.semanticscholar.org/CorpusId:281421325,papers_16.bib,1,festa functionally equivalent sampling for trust assessment of multimodal llms
FINDGATE: Fine-grained Defect Prediction Based on a Heterogeneous Discrete Code Graph-guided Attention Transformer,Jiaxi Xu and Ping Chen and Banghu Yin and Zhichang Huang and Qiaochun Qiu,2023,"2023 IEEE 23rd International Conference on Software Quality, Reliability, and Security (QRS)",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10366664,papers_4.bib,1,findgate fine grained defect prediction based on a heterogeneous discrete code graph guided attention transformer
Fine-grained change impact analysis for component-based product families,A. Yazdanshenas and L. Moonen,2012,2012 28th IEEE International Conference on Software Maintenance (ICSM),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6405262,papers_7.bib,1,fine grained change impact analysis for component based product families
Fine-Grained Visual Classification Method Based on Semantically Guided Key Region Localization,Yueran Zhu and Yu Yang and Linna Zhou and Min Lei and Gang Wang,2025,2025 International Joint Conference on Neural Networks (IJCNN),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=11229252,papers_4.bib,1,fine grained visual classification method based on semantically guided key region localization
Fixing Security Vulnerabilities with AI in OSS-Fuzz,Yun-Tong Zhang and Jiawei Wang and D. Berzin and Martin Mirchev and Dongge Liu and A. Arya and Oliver Chang and Abhik Roychoudhury,2024,ArXiv,article,,https://api.semanticscholar.org/CorpusId:273850163,papers_14.bib+papers_6.bib,2,fixing security vulnerabilities with ai in oss fuzz
Flexible Routing via Uncertainty Decomposition,Charlotte Peale and Siddartha Devic and Parikshit Gopalan and Udi Wieder and Aravind Gollakota,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:288148018,papers_16.bib,1,flexible routing via uncertainty decomposition
FP-Loc: Lightweight and Drift-free Floor Plan-assisted LiDAR Localization,Ling Gao and L. Kneip,2022,2022 International Conference on Robotics and Automation (ICRA),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=9812361,papers_13.bib,1,fp loc lightweight and drift free floor plan assisted lidar localization
FPA Optimized Selective Harmonic Elimination in Symmetric–Asymmetric Reduced Switch Cascaded Multilevel Inverter,K. Panda and P. Bana and G. Panda,2020,IEEE Transactions on Industry Applications,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=9042286,papers_15.bib,1,fpa optimized selective harmonic elimination in symmetric asymmetric reduced switch cascaded multilevel inverter
From Guessing to Seeing: Enhancing LLM-Based Program Repair via Trace-Guided Multi-strategy Debate,Jiaqi Wu and Tong Wu and Manqing Zhang and Yunwei Dong and Bo Shen,2026,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:287121306,papers_6.bib,1,from guessing to seeing enhancing llm based program repair via trace guided multi strategy debate
From Historical Patches to Repair Plans: Outcome-Conditioned Reasoning for Repository-Level Program Repair,Cheng-Lin Li and Yisen Xu and Zehao Wang and Shin Hwei Tan and Tse-Hsun Chen,2026,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:285240833,papers_14.bib+papers_5.bib+papers_6.bib,3,from historical patches to repair plans outcome conditioned reasoning for repository level program repair
From Seed to Scope: Reasoning to Identify Change Impact Sets,Aashish Yadavally and Tien N. Nguyen,2026,Proceedings of the 2026 IEEE/ACM 48th International Conference on Software Engineering,article,,http://dl.acm.org/citation.cfm?id=3773265,papers_8.bib,1,from seed to scope reasoning to identify change impact sets
From Silicon to Boot Code: Extending Automated Program Repair to Firmware-Layer Security Workarounds,Maisha Mastora and Dean Sullivan,2026,unknown,inproceedings,,https://arxiv.org/pdf/2609.01769.pdf,papers_14.bib,1,from silicon to boot code extending automated program repair to firmware layer security workarounds
Fuzzy-cost based multicast QoS routing with mobility prediction in MANETs,G. Santhi and A. Nachiappan,2012,"IEEE-International Conference On Advances In Engineering, Science And Management (ICAESM -2012)",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6215906,papers_16.bib,1,fuzzy cost based multicast qos routing with mobility prediction in manets
